,Player,Span,Matches,Innings,NO,Runs,HS,AVG,Balls Faced,Strike Rate,100,50,0,4's,6's
2230,Dawlat Ahmadzai (AFG),2010-2010,2,1,1,2,2*,-,3,66.66,0,0,0,0,0
2231,Dawood Ahmadzai (Fran),2021-2021,4,3,3,2,1*,-,5,40.00,0,0,0,0,0
2232,Emran Shahbakhsh (Iran),2020-2020,3,3,1,2,2*,1.00,8,25.00,0,0,2,0,0
2233,AC Evans (SCOT),2015-2021,34,9,2,2,1*,0.28,12,16.66,0,0,6,0,0
2234,M Faraz Akram (ZIM),2020-2021,2,1,1,2,2*,-,4,50.00,0,0,0,0,0
2235,MVT Fernando (SL),2017-2017,1,1,0,2,2,2.00,2,100.00,0,0,0,0,0
2236,C Fry (LUX),2019-2019,3,1,0,2,2,2.00,6,33.33,0,0,0,0,0
2237,GHS Garton (ENG),2022-2022,1,1,0,2,2,2.00,4,50.00,0,0,0,0,0
2238,BD Glover (NED),2019-2021,21,6,3,2,1*,0.66,11,18.18,0,0,3,0,0
2239,C Green (AUS),2022-2022,1,1,0,2,2,2.00,7,28.57,0,0,0,0,0
2240,Jandu Hamoud (KUW),2019-2019,6,1,0,2,2,2.00,4,50.00,0,0,0,0,0
2241,RJ Harris (AUS),2010-2010,3,1,1,2,2*,-,1,200.00,0,0,0,0,0
2242,CV Harrison (GIBR),2021-2021,7,2,1,2,2,2.00,4,50.00,0,0,0,0,0
2243,BW Hilfenhaus (AUS),2007-2012,7,3,1,2,2,1.00,10,20.00,0,0,1,0,0
2244,Ilyas Ahmed (KUW),2019-2020,7,3,2,2,1*,2.00,3,66.66,0,0,0,0,0
2245,AJ Ireland (ZIM),2006-2006,1,1,1,2,2*,-,3,66.66,0,0,0,0,0
2246,Jaweed Sadran (Aut),2021-2021,3,2,1,2,1*,2.00,4,50.00,0,0,0,0,0
2247,M Jele (),2021-2021,4,4,1,2,1*,0.66,10,20.00,0,0,2,0,0
2248,S Kansoy (TKY),2019-2019,4,4,0,2,2,0.50,7,28.57,0,0,3,0,0
2249,RJ Kirtley (ENG),2007-2007,1,1,1,2,2*,-,4,50.00,0,0,0,0,0
2250,PK Langat (KENYA),2021-2021,7,1,1,2,2*,-,3,66.66,0,0,0,0,0
2251,M Labuschagne (AUS),2022-2022,1,1,0,2,2,2.00,4,50.00,0,0,0,0,0
2252,Lemar Momand (SWE),2021-2021,4,1,1,2,2*,-,5,40.00,0,0,0,0,0
2253,I Lisboa (Chile),2019-2019,1,1,0,2,2,2.00,3,66.66,0,0,0,0,0
2254,J Long (PHI),2019-2019,2,1,1,2,2*,-,6,33.33,0,0,0,0,0
2255,T Lungameni (NAM),2019-2022,12,1,1,2,2*,-,2,100.00,0,0,0,0,0
2256,M Martin (SUI),2021-2021,1,1,0,2,2,2.00,6,33.33,0,0,0,0,0
2257,MJ Mason (NZ),2006-2008,3,1,0,2,2,2.00,2,100.00,0,0,0,0,0
2258,Masood Jayezeh (Iran),2020-2020,3,3,0,2,1,0.66,13,15.38,0,0,1,0,0
2259,Junaid Mehmood (NOR),2021-2021,2,1,0,2,2,2.00,10,20.00,0,0,0,0,0
2260,RTM Mendis (SL),2021-2021,2,1,0,2,2,2.00,5,40.00,0,0,0,0,0
2261,RP Mitchell (Bhm),2021-2021,5,4,3,2,1*,2.00,6,33.33,0,0,1,0,0
2262,Mobashar Ashraf (Fran),2021-2021,2,1,0,2,2,2.00,4,50.00,0,0,0,0,0
2263,D Mogan (MAL),2020-2021,3,1,0,2,2,2.00,8,25.00,0,0,0,0,0
2264,L Monanthane (LES),2021-2021,2,2,0,2,2,1.00,4,50.00,0,0,1,0,0
2265,Muzammil Shahzad (PHI),2022-2022,3,3,0,2,1,0.66,16,12.50,0,0,1,0,0
2266,Najeeb Amar (HKG),2014-2014,1,1,0,2,2,2.00,9,22.22,0,0,0,0,0
2267,W Nalisa (VAN),2019-2019,9,3,2,2,1*,2.00,4,50.00,0,0,1,0,0
2268,Nawaf Ahmed (KUW),2019-2021,5,3,2,2,2,2.00,3,66.66,0,0,0,0,0
2269,A Ndlovu (ZIM),2019-2019,3,1,0,2,2,2.00,4,50.00,0,0,0,0,0
2270,K Nima (BHU),2019-2019,1,1,1,2,2*,-,3,66.66,0,0,0,0,0
2271,Noman Kamawi (Belg),2019-2019,1,1,0,2,2,2.00,7,28.57,0,0,0,0,0
2272,L Nou (PNG),2015-2015,3,1,1,2,2*,-,3,66.66,0,0,0,0,0
2273,T Rossi (Arg),2021-2021,6,4,1,2,1*,0.66,8,25.00,0,0,2,0,0
2274,S Saeed (Mald),2019-2019,5,1,0,2,2,2.00,4,50.00,0,0,0,0,0
2275,J Sebanja (UGA),2021-2021,2,1,0,2,2,2.00,3,66.66,0,0,0,0,0
2276,Shoaib Gazi Hossain (Chile),2019-2019,4,1,0,2,2,2.00,5,40.00,0,0,0,0,0
2277,GJ Snyman (SA),2021-2021,1,1,0,2,2,2.00,6,33.33,0,0,0,0,0
2278,DC Thomas (WI),2009-2021,4,1,0,2,2,2.00,4,50.00,0,0,0,0,0
2279,A Tripathi (Mex),2019-2019,3,2,2,2,1*,-,4,50.00,0,0,0,0,0
2280,LL Tsotsobe (SA),2009-2014,23,3,2,2,1*,2.00,10,20.00,0,0,0,0,0
2281,Usman Shinwari (PAK),2013-2019,16,3,3,2,2*,-,3,66.66,0,0,0,0,0
2282,S Vijayakumar (SGP),2019-2019,9,2,0,2,1,1.00,5,40.00,0,0,0,0,0
2283,R Vinay Kumar (INDIA),2010-2013,9,1,1,2,2*,-,4,50.00,0,0,0,0,0
2284,Waqar Ali (CYP),2021-2021,4,1,1,2,2*,-,2,100.00,0,0,0,0,0
2285,Waqar Khan (Peru),2019-2019,4,2,1,2,2*,2.00,3,66.66,0,0,1,0,0
2286,Waqas Raja (Fin),2019-2019,1,1,1,2,2*,-,2,100.00,0,0,0,0,0
2287,DKD Warnakulasuriya (ITA),2021-2021,2,1,1,2,2*,-,6,33.33,0,0,0,0,0
2288,UWMBCA Welegedara (SL),2010-2010,2,1,1,2,2*,-,3,66.66,0,0,0,0,0
2289,UT Yadav (INDIA),2012-2019,7,1,0,2,2,2.00,4,50.00,0,0,0,0,0
2290,Zaheer Maqsood (UAE),2015-2016,3,1,0,2,2,2.00,5,40.00,0,0,0,0,0
2291,L Zulu (),2021-2021,2,1,0,2,2,2.00,5,40.00,0,0,0,0,0
2292,Z Abbasi (BOT),2019-2019,1,1,0,1,1,1.00,5,20.00,0,0,0,0,0
2293,Adnan Razzaq (Belg),2021-2021,1,1,0,1,1,1.00,4,25.00,0,0,0,0,0
2294,KK Ahmed (INDIA),2018-2019,14,1,1,1,1*,-,1,100.00,0,0,0,0,0
2295,J Allen (),2019-2019,2,2,1,1,1*,1.00,4,25.00,0,0,1,0,0
2296,HS Alta (TKY),2019-2019,4,4,1,1,1*,0.33,10,10.00,0,0,3,0,0
2297,Aminullah Tanha (NOR),2022-2022,2,2,0,1,1,0.50,14,7.14,0,0,1,0,0
2298,JM Anderson (ENG),2007-2009,19,4,3,1,1*,1.00,2,50.00,0,0,1,0,0
2299,NK Aneesh Kumar (SUI),2021-2021,3,2,1,1,1,1.00,3,33.33,0,0,0,0,0
2300,B Angeltti (Arg),2019-2021,4,1,0,1,1,1.00,4,25.00,0,0,0,0,0
2301,Aslam Doria (PNM),2021-2021,3,1,0,1,1,1.00,6,16.66,0,0,0,0,0
2302,V Ateak (Ghana),2019-2019,4,1,1,1,1*,-,2,50.00,0,0,0,0,0
2303,R Baaleri (Ghana),2021-2021,2,1,0,1,1,1.00,8,12.50,0,0,0,0,0
2304,Babar Ali (BHR),2019-2019,3,1,1,1,1*,-,1,100.00,0,0,0,0,0
2305,HK Bennett (NZ),2020-2021,11,2,2,1,1*,-,2,50.00,0,0,0,0,0
2306,DE Bernard (WI),2009-2009,1,1,1,1,1*,-,1,100.00,0,0,0,0,0
2307,S Bhari (NEPAL),2019-2021,9,5,3,1,1*,0.50,7,14.28,0,0,2,0,0
2308,Bilal Hassun (UGA),2021-2021,11,2,0,1,1,0.50,2,50.00,0,0,1,0,0
2309,D Birrell (JER),2021-2021,3,1,1,1,1*,-,3,33.33,0,0,0,0,0
2310,DE Bollinger (AUS),2011-2014,9,2,2,1,1*,-,1,100.00,0,0,0,0,0
2311,DR Brown (SCOT),2007-2007,2,1,0,1,1,1.00,5,20.00,0,0,0,0,0
2312,N Buckle (GUE),2019-2019,3,1,1,1,1*,-,1,100.00,0,0,0,0,0
2313,R Dhawan (INDIA),2016-2016,1,1,1,1,1*,-,2,50.00,0,0,0,0,0
2314,Dhiman Ghosh (BAN),2008-2008,1,1,0,1,1,1.00,2,50.00,0,0,0,0,0
2315,HH Dippenaar (SA),2006-2006,1,1,0,1,1,1.00,5,20.00,0,0,0,0,0
2316,B Dugic (SRB),2019-2019,2,1,0,1,1,1.00,4,25.00,0,0,0,0,0
2317,NT Ellis (AUS),2021-2022,3,1,0,1,1,1.00,7,14.28,0,0,0,0,0
2318,GDR Eranga (CAN),2019-2019,9,1,0,1,1,1.00,1,100.00,0,0,0,0,0
2319,A Gavde (Caym),2019-2019,1,1,0,1,1,1.00,6,16.66,0,0,0,0,0
2320,O Goker (TKY),2019-2019,1,1,1,1,1*,-,1,100.00,0,0,0,0,0
2321,Hashmatullah Shahidi (AFG),2013-2021,4,2,2,1,1*,-,1,100.00,0,0,0,0,0
2322,GM Hyde (Blz),2019-2019,3,1,0,1,1,1.00,6,16.66,0,0,0,0,0
2323,Imran Yousaf (Saudi),2020-2021,6,1,1,1,1*,-,2,50.00,0,0,0,0,0
2324,Ishtiaq Ahmad (Saudi),2021-2021,4,1,1,1,1*,-,2,50.00,0,0,0,0,0
2325,JS Jesani (KENYA),2007-2007,1,1,0,1,1,1.00,5,20.00,0,0,0,0,0
2326,Jojo Thomas (MLT),2021-2021,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0
2327,MBS Jonkman (NED),2010-2010,3,1,0,1,1,1.00,8,12.50,0,0,0,0,0
2328,Kaleem Sana (CAN),2022-2022,5,1,0,1,1,1.00,6,16.66,0,0,0,0,0
2329,B Khumalo (BOT),2019-2021,4,1,0,1,1,1.00,3,33.33,0,0,0,0,0
2330,GE Kidd (IRE),2010-2010,1,1,1,1,1*,-,1,100.00,0,0,0,0,0
2331,DS Kulkarni (INDIA),2016-2016,2,1,1,1,1*,-,1,100.00,0,0,0,0,0
2332,A Lagos (GRC),2019-2019,1,1,1,1,1*,-,4,25.00,0,0,0,0,0
2333,J Lewis (ENG),2005-2007,2,2,1,1,1,1.00,4,25.00,0,0,0,0,0
2334,C Liebenberg (IOM),2020-2020,1,1,0,1,1,1.00,1,100.00,0,0,0,0,0
2335,J Louw (SA),2008-2009,2,1,1,1,1*,-,1,100.00,0,0,0,0,0
2336,R Mahajan (PHI),2019-2019,3,1,1,1,1*,-,1,100.00,0,0,0,0,0
2337,SI Mahmood (ENG),2006-2009,4,2,2,1,1*,-,2,50.00,0,0,0,0,0
2338,RD McCann (IRE),2012-2012,3,1,0,1,1,1.00,2,50.00,0,0,0,0,0
2339,KD Mehta (CZK-R),2021-2021,3,1,0,1,1,1.00,2,50.00,0,0,0,0,0
2340,NSK Mehta (Belg),2020-2021,9,2,0,1,1,0.50,3,33.33,0,0,1,0,0
2341,S Mills (IOM),2020-2020,1,1,1,1,1*,-,3,33.33,0,0,0,0,0
2342,TS Mills (ENG/ICC),2016-2022,12,3,2,1,1*,1.00,3,33.33,0,0,1,0,0
2343,MR Montfort (CAN),2019-2019,1,1,1,1,1*,-,1,100.00,0,0,0,0,0
2344,Muhammed Shanil (UAE),2016-2016,1,1,1,1,1*,-,3,33.33,0,0,0,0,0
2345,M Muralidaran (SL),2006-2010,12,2,0,1,1,0.50,5,20.00,0,0,1,0,0
2346,M Nasim Baras (AFG),2015-2015,3,1,0,1,1,1.00,2,50.00,0,0,0,0,0
2347,A Nathwani (Aut),2019-2021,7,1,1,1,1*,-,1,100.00,0,0,0,0,0
2348,R Neale (LUX),2019-2019,3,2,0,1,1,0.50,6,16.66,0,0,1,0,0
2349,OB Nightingale (GUE),2022-2022,4,2,0,1,1,0.50,5,20.00,0,0,1,0,0
2350,EM Nino (Arg),2021-2021,2,1,1,1,1*,-,1,100.00,0,0,0,0,0
2351,ML Nkala (ZIM),2006-2006,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0
2352,S Ogundipe (NGA),2021-2021,4,1,1,1,1*,-,3,33.33,0,0,0,0,0
2353,MS Panesar (ENG),2007-2007,1,1,0,1,1,1.00,2,50.00,0,0,0,0,0
2354,SD Parry (ENG),2014-2015,5,1,0,1,1,1.00,1,100.00,0,0,0,0,0
2355,MDK Perera (SL),2011-2011,3,2,0,1,1,0.50,6,16.66,0,0,1,0,0
2356,DBL Powell (WI),2007-2007,5,1,1,1,1*,-,1,100.00,0,0,0,0,0
2357,EC Rainsford (ZIM),2010-2010,2,1,1,1,1*,-,2,50.00,0,0,0,0,0
2358,WJR Robertson (JER),2019-2019,6,2,2,1,1*,-,2,50.00,0,0,0,0,0
2359,C Rumistrzewicz (ESP),2021-2022,6,3,2,1,1*,1.00,4,25.00,0,0,1,0,0
2360,Saif Hassan (BAN),2021-2021,2,2,0,1,1,0.50,9,11.11,0,0,1,0,0
2361,BA Sambo (MOZ),2019-2019,2,1,1,1,1*,-,1,100.00,0,0,0,0,0
2362,O Sam Arthur (CRC),2019-2019,3,2,1,1,1,1.00,1,100.00,0,0,0,0,0
2363,Sandeep Sharma (INDIA),2015-2015,2,1,1,1,1*,-,1,100.00,0,0,0,0,0
2364,Sayed Shirzad (AFG),2015-2019,4,1,0,1,1,1.00,2,50.00,0,0,0,0,0
2365,ZK Shem (VAN),2019-2019,5,2,2,1,1*,-,4,25.00,0,0,0,0,0
2366,PM Siddle (AUS),2009-2010,2,1,1,1,1*,-,1,100.00,0,0,0,0,0
2367,KM Silva (),2019-2019,3,2,0,1,1,0.50,6,16.66,0,0,1,0,0
2368,Sirajullah Khadim (PORT),2021-2021,4,2,1,1,1*,1.00,4,25.00,0,0,1,0,0
2369,Sohail Khan (PAK),2008-2017,5,1,1,1,1*,-,1,100.00,0,0,0,0,0
2370,Sohrawordi Shuvo (BAN),2010-2010,1,1,1,1,1*,-,3,33.33,0,0,0,0,0
2371,AL Stephen (VAN),2019-2019,2,1,0,1,1,1.00,2,50.00,0,0,0,0,0
2372,EP Thompson (NZ),2008-2008,1,1,1,1,1*,-,1,100.00,0,0,0,0,0
2373,TE Tucker (BMUDA),2008-2008,1,1,0,1,1,1.00,5,20.00,0,0,0,0,0
2374,T Turan (TKY),2019-2019,4,4,0,1,1,0.25,17,5.88,0,0,3,0,0
2375,R van der Merwe (Arg),2019-2019,5,2,2,1,1*,-,1,100.00,0,0,0,0,0
2376,I Wardlaw (SCOT),2013-2013,4,1,0,1,1,1.00,3,33.33,0,0,0,0,0
2377,Waseeq Ahmed (BHR),2021-2022,8,1,1,1,1*,-,1,100.00,0,0,0,0,0
2378,Wasim Ali (OMA),2019-2020,3,2,1,1,1,1.00,6,16.66,0,0,0,0,0
2379,B Wentzel (GUE),2022-2022,1,1,0,1,1,1.00,2,50.00,0,0,0,0,0
2380,G Wijekoon (SL),2007-2007,3,2,1,1,1*,1.00,5,20.00,0,0,1,0,0
2381,JD Wildermuth (AUS),2018-2018,2,1,1,1,1*,-,1,100.00,0,0,0,0,0
2382,Yamin Ahmadzai (AFG),2015-2015,2,1,1,1,1*,-,1,100.00,0,0,0,0,0
2383,Zaki Ul Hassan (Belg),2019-2019,3,1,0,1,1,1.00,2,50.00,0,0,0,0,0
2384,Zeeshan Abbas (BHR),2019-2019,1,1,0,1,1,1.00,4,25.00,0,0,0,0,0
2385,AS Abioye (NGA),2019-2019,5,1,1,0,0*,-,0,-,0,0,0,0,0
2386,Aizaz Cheema (PAK),2011-2012,5,1,1,0,0*,-,3,0.00,0,0,0,0,0
2387,C Akyuz (TKY),2019-2019,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2388,Ali Khan (USA),2021-2021,5,2,1,0,0*,0.00,2,0.00,0,0,1,0,0
2389,Ali Naqi (PORT),2019-2019,4,1,1,0,0*,-,0,-,0,0,0,0,0
2390,Ammar Zuhdi Hazalan (MAL),2022-2022,3,1,0,0,0,0.00,3,0.00,0,0,1,0,0
2391,A Andrews (SUI),2021-2021,3,1,1,0,0*,-,0,-,0,0,0,0,0
2392,Andrey Lilov (BUL),2021-2021,4,1,0,0,0,0.00,2,0.00,0,0,1,0,0
2393,MA Aponso (SL),2018-2018,3,1,0,0,0,0.00,2,0.00,0,0,1,0,0
2394,S Arachchige (ITA),2019-2019,4,1,0,0,0,0.00,2,0.00,0,0,1,0,0
2395,Arshad Iqbal (PAK),2021-2021,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2396,Aswad Khan (BUL),2021-2021,3,1,0,0,0,0.00,0,-,0,0,1,0,0
2397,MS Aulakh (CAN),2012-2013,3,1,0,0,0,0.00,2,0.00,0,0,1,0,0
2398,G Axtell (BHR),2022-2022,2,1,1,0,0*,-,2,0.00,0,0,0,0,0
2399,Ayush Ummat (EST),2021-2021,1,1,0,0,0,0.00,5,0.00,0,0,1,0,0
2400,CT Bancroft (AUS),2016-2016,1,1,1,0,0*,-,0,-,0,0,0,0,0
2401,IDR Bradshaw (WI),2006-2006,1,1,1,0,0*,-,0,-,0,0,0,0,0
2402,R Brar (CYP),2021-2021,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0
2403,DR Briggs (ENG),2012-2014,7,1,1,0,0*,-,0,-,0,0,0,0,0
2404,AF Buurman (NED),2010-2010,4,2,0,0,0,0.00,4,0.00,0,0,2,0,0
2405,P Byron (SEY),2021-2021,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2406,PP Chawla (INDIA),2010-2012,7,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2407,JF Chester (),2021-2021,4,3,2,0,0*,0.00,6,0.00,0,0,1,0,0
2408,C Chete (MWI),2019-2021,8,2,0,0,0,0.00,4,0.00,0,0,2,0,0
2409,DO Christian (WI),2011-2011,2,1,0,0,0,0.00,2,0.00,0,0,1,0,0
2410,I Civric (SRB),2019-2019,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2411,S Dalton (CZK-R),2019-2019,2,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2412,A Dhingra (LUX),2021-2021,3,1,1,0,0*,-,0,-,0,0,0,0,0
2413,N Dipakkumar Patel (PNM),2019-2019,3,1,0,0,0,0.00,0,-,0,0,1,0,0
2414,JN Dorji (BHU),2019-2019,1,1,0,0,0,0.00,0,-,0,0,1,0,0
2415,A Dutt (NED),2021-2021,4,1,0,0,0,0.00,3,0.00,0,0,1,0,0
2416,BJ Dwarshuis (AUS),2022-2022,1,1,1,0,0*,-,2,0.00,0,0,0,0,0
2417,Ehsan Nawaz (HKG),2014-2017,5,1,0,0,0,0.00,2,0.00,0,0,1,0,0
2418,Fakhrul Mohon (PORT),2019-2019,4,1,0,0,0,0.00,0,-,0,0,1,0,0
2419,Fazalhaq Farooqi (AFG),2021-2022,3,1,1,0,0*,-,0,-,0,0,0,0,0
2420,Fiaz Ahmad (KUW),2019-2019,3,1,1,0,0*,-,0,-,0,0,0,0,0
2421,Gershon Yusuf (NGA),2019-2019,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2422,L Gherasim (ROM),2019-2020,3,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2423,M Gherasim (ROM),2020-2020,2,1,1,0,0*,-,3,0.00,0,0,0,0,0
2424,M Goonetilleke (MLT),2019-2021,3,2,1,0,0*,0.00,1,0.00,0,0,1,0,0
2425,HL Harji (SEY),2021-2021,2,1,0,0,0,0.00,4,0.00,0,0,1,0,0
2426,SM Harwood (AUS),2007-2009,3,1,1,0,0*,-,0,-,0,0,0,0,0
2427,T Henderson (SA),2006-2006,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0
2428,KC Hodsoll (BMUDA),2008-2021,4,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2429,J Hurley (Arg),2019-2021,7,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2430,Imran Khan (1) (PAK),2015-2015,3,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2431,O Isesele (NGA),2021-2021,5,1,1,0,0*,-,0,-,0,0,0,0,0
2432,P Jayawickrama (SL),2021-2022,4,1,1,0,0*,-,5,0.00,0,0,0,0,0
2433,B Kalki Kumar (MLT),2021-2021,2,1,1,0,0*,-,0,-,0,0,0,0,0
2434,SI Kamea (PNG),2022-2022,2,1,1,0,0*,-,1,0.00,0,0,0,0,0
2435,P Kerai (KENYA),2019-2019,6,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2436,S Keshvani (CAN),2010-2010,2,1,1,0,0*,-,1,0.00,0,0,0,0,0
2437,T Letsitsa (LES),2021-2021,1,1,1,0,0*,-,4,0.00,0,0,0,0,0
2438,RN Lewis (WI),2008-2008,1,1,0,0,0,0.00,4,0.00,0,0,1,0,0
2439,CA Liyanage (Mald),2019-2020,3,3,1,0,0*,0.00,2,0.00,0,0,2,0,0
2440,K Loday (BHU),2019-2019,1,1,1,0,0*,-,1,0.00,0,0,0,0,0
2441,AJ McKay (NZ),2010-2010,2,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2442,KA Maharaj (SA),2021-2021,8,1,0,0,0,0.00,2,0.00,0,0,1,0,0
2443,GI Maiden (SCOT),2008-2008,3,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2444,GT Main (SCOT),2015-2021,5,1,1,0,0*,-,0,-,0,0,0,0,0
2445,P Malav (LUX),2020-2021,9,2,1,0,0*,0.00,1,0.00,0,0,1,0,0
2446,OM Marshall (Peru),2019-2019,3,1,0,0,0,0.00,3,0.00,0,0,1,0,0
2447,M Meade (Chile),2019-2019,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0
2448,A Mehmood (HKG),2016-2016,2,1,1,0,0*,-,1,0.00,0,0,0,0,0
2449,Mehran Dorri (Iran),2020-2020,1,1,1,0,0*,-,3,0.00,0,0,0,0,0
2450,Mehran Siasar (Iran),2020-2020,1,1,0,0,0,0.00,3,0.00,0,0,1,0,0
2451,KP Meiyappan (UAE),2021-2022,7,1,1,0,0*,-,0,-,0,0,0,0,0
2452,Michael Nazir (MLT),2019-2019,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0
2453,A Mishra (INDIA),2010-2017,10,1,0,0,0,0.00,0,-,0,0,1,0,0
2454,Y Mitari (RWN),2021-2021,5,1,1,0,0*,-,0,-,0,0,0,0,0
2455,J Miyaji (UGA),2022-2022,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2456,Mohammad Ayaz (UAE),2020-2020,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0
2457,Mohammad Kashif (NED),2010-2010,3,1,1,0,0*,-,0,-,0,0,0,0,0
2458,Mohammad Qazi (CAN),2008-2008,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2459,Mohammed Shami (INDIA),2014-2021,17,2,2,0,0*,-,0,-,0,0,0,0,0
2460,S Mohan (PHI),2022-2022,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2461,HJC Mol (NED),2008-2008,4,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2462,N Mourikis (GRC),2021-2021,3,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2463,Murtaza Yamin (CYP),2021-2021,1,1,1,0,0*,-,0,-,0,0,0,0,0
2464,Musawar Shah (QAT),2019-2021,8,1,1,0,0*,-,0,-,0,0,0,0,0
2465,T Muzarabani (ZIM),2015-2016,9,1,1,0,0*,-,2,0.00,0,0,0,0,0
2466,Naveed Fakhr (KUW),2020-2021,3,1,1,0,0*,-,0,-,0,0,0,0,0
2467,Navid Abdollahpour (Iran),2020-2020,2,1,1,0,0*,-,2,0.00,0,0,0,0,0
2468,N Ndouteng (CAM),2021-2021,1,1,1,0,0*,-,1,0.00,0,0,0,0,0
2469,A Nel (SA),2005-2007,2,1,1,0,0*,-,2,0.00,0,0,0,0,0
2470,AA Noffke (AUS),2007-2008,2,1,0,0,0,0.00,0,-,0,0,1,0,0
2471,Noor Momand (Belg),2019-2019,2,1,1,0,0*,-,0,-,0,0,0,0,0
2472,L Nussbaumer (GUE),2019-2019,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2473,MM Patel (INDIA),2011-2011,3,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2474,SJ Patel (CZK-R),2021-2021,3,1,0,0,0,0.00,2,0.00,0,0,1,0,0
2475,PDRL Perera (SL),2006-2006,2,2,2,0,0*,-,0,-,0,0,0,0,0
2476,T Phaswana (BOT),2019-2019,1,1,0,0,0,0.00,3,0.00,0,0,1,0,0
2477,B Pondani (MWI),2021-2021,3,1,1,0,0*,-,3,0.00,0,0,0,0,0
2478,Rahman Ademi (SRB),2019-2019,2,1,1,0,0*,-,4,0.00,0,0,0,0,0
2479,Raja Adeel (ESP),2019-2022,12,2,1,0,0*,0.00,1,0.00,0,0,1,0,0
2480,A Reyes (GIBR),2021-2021,3,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2481,DM Richards (WI),2009-2009,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2482,R Rivas (Chile),2019-2019,3,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2483,Rumman Raees (PAK),2016-2018,8,1,1,0,0*,-,0,-,0,0,0,0,0
2484,Sajid Liaqat (GER),2019-2021,5,1,1,0,0*,-,0,-,0,0,0,0,0
2485,OT Sankoh (SLE),2021-2021,1,1,0,0,0,0.00,3,0.00,0,0,1,0,0
2486,K Santokie (WI),2011-2014,12,1,1,0,0*,-,0,-,0,0,0,0,0
2487,I Sawmy (DEN),2019-2019,2,2,1,0,0*,0.00,2,0.00,0,0,1,0,0
2488,A Shahzad (ENG),2010-2011,3,1,1,0,0*,-,3,0.00,0,0,0,0,0
2489,Shakeel Ansar (PAK),2012-2012,2,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2490,Shakerullah Safi (DEN),2021-2021,4,2,2,0,0*,-,1,0.00,0,0,0,0,0
2491,PP Shaw (INDIA),2021-2021,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2492,B Shikongo (NAM),2019-2022,17,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2493,BA Simango (MOZ),2019-2019,2,1,0,0,0,0.00,2,0.00,0,0,1,0,0
2494,MS Sinclair (NZ),2005-2007,2,2,0,0,0,0.00,5,0.00,0,0,2,0,0
2495,S Singh (PORT),2019-2019,1,1,0,0,0,0.00,9,0.00,0,0,1,0,0
2496,S Siriotis (GRC),2021-2021,4,2,0,0,0,0.00,3,0.00,0,0,2,0,0
2497,S Soosiyakumar (BUL),2019-2019,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0
2498,GO Sopinho (MOZ),2021-2021,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2499,ES Soto (CRC),2019-2019,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0
2500,L Sreekumar (UAE),2017-2017,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2501,Taijul Islam (BAN),2019-2019,2,1,1,0,0*,-,1,0.00,0,0,0,0,0
2502,CV Varun (INDIA),2021-2021,6,1,0,0,0,0.00,2,0.00,0,0,1,0,0
2503,K Vislapuu (EST),2021-2021,5,2,0,0,0,0.00,2,0.00,0,0,2,0,0
2504,Vraj Patel (KENYA),2021-2021,8,1,0,0,0,0.00,1,0.00,0,0,1,0,0
2505,Waqar Abbasi (ROM),2020-2021,3,1,0,0,0,0.00,4,0.00,0,0,1,0,0
