,Player,TEST_Span,TEST_Matches,TEST_Innings,TEST_Not-Outs,TEST_RunsMade,TESTHighest-Score,TEST_Batting_Average,TEST_Hundereds,TEST_Fifties,TEST_Ducks
2606,Muhammad Musa (PAK),2019-2019,1,2,2,16,12*,0,0,0,0
2607,R Nanan (WI),1980-1980,1,2,0,16,8,8.00,0,0,0
2608,Nazmul Hossain (BAN),2004-2011,2,4,2,16,8*,8.00,0,0,2
2609,JM Neblett (WI),1935-1935,1,2,1,16,11*,16.00,0,0,0
2610,AE Ochse (SA),1889-1889,2,4,0,16,8,4.00,0,0,0
2611,MB Owens (NZ),1992-1994,8,12,6,16,8*,2.66,0,0,5
2612,JB Plimsoll (SA),1947-1947,1,2,1,16,8*,16.00,0,0,0
2613,AW Powell (SA),1899-1899,1,2,0,16,11,8.00,0,0,0
2614,JM Sims (ENG),1935-1937,4,4,0,16,12,4.00,0,0,1
2615,DJ Terbrugge (SA),1998-2004,7,8,5,16,4*,5.33,0,0,2
2616,VP Terry (ENG),1984-1984,2,3,0,16,8,5.33,0,0,0
2617,A Waddington (ENG),1920-1921,2,4,0,16,7,4.00,0,0,1
2618,Agha Zahid (PAK),1975-1975,1,2,0,15,14,7.50,0,0,0
2619,Anwar Khan (PAK),1979-1979,1,2,1,15,12,15.00,0,0,0
2620,AL Apte (INDIA),1959-1959,1,2,0,15,8,7.50,0,0,0
2621,HJ Butler (ENG),1947-1948,2,2,1,15,15*,15.00,0,0,1
2622,CG Fichardt (SA),1892-1896,2,4,0,15,10,3.75,0,0,1
2623,JC Hartley (ENG),1906-1906,2,4,0,15,9,3.75,0,0,2
2624,PA Hibbert (AUS),1977-1977,1,2,0,15,13,7.50,0,0,0
2625,H Howell (ENG),1920-1924,5,8,6,15,5,7.50,0,0,0
2626,HL Jackson (ENG),1949-1961,2,2,1,15,8,15.00,0,0,0
2627,SS Karim (INDIA),2000-2000,1,1,0,15,15,15.00,0,0,0
2628,C Munro (NZ),2013-2013,1,2,0,15,15,7.50,0,0,1
2629,T Mupariwa (ZIM),2004-2004,1,2,1,15,14,15.00,0,0,0
2630,W Mwayenga (ZIM),2005-2005,1,2,1,15,14*,15.00,0,0,0
2631,AW Palm (SA),1927-1928,1,2,0,15,13,7.50,0,0,0
2632,MR Rege (INDIA),1949-1949,1,2,0,15,15,7.50,0,0,1
2633,MWW Selvey (ENG),1976-1977,3,5,3,15,5*,7.50,0,0,1
2634,L Sipamla (SA),2020-2022,3,4,1,15,10*,5.00,0,0,2
2635,Sohrawordi Shuvo (BAN),2011-2011,1,2,0,15,15,7.50,0,0,1
2636,MJC Allom (ENG),1930-1931,5,3,2,14,8*,14.00,0,0,0
2637,Anwar Hossain (BAN),2002-2002,1,2,0,14,12,7.00,0,0,0
2638,Azam Khan (PAK),1996-1996,1,1,0,14,14,14.00,0,0,0
2639,Azhar Khan (PAK),1980-1980,1,1,0,14,14,14.00,0,0,0
2640,GF Cresswell (NZ),1949-1951,3,5,3,14,12*,7.00,0,0,1
2641,P Hutchinson (SA),1889-1889,2,4,0,14,11,3.50,0,0,2
2642,TE Kane (IRE),2018-2018,1,2,0,14,14,7.00,0,0,1
2643,Khalid Wazir (PAK),1954-1954,2,3,1,14,9*,7.00,0,0,0
2644,F Martin (ENG),1890-1892,2,2,0,14,13,7.00,0,0,0
2645,S Morris (AUS),1885-1885,1,2,1,14,10*,14.00,0,0,0
2646,MJ Nicholson (AUS),1998-1998,1,2,0,14,9,7.00,0,0,0
2647,ASM Oakman (ENG),1956-1956,2,2,0,14,10,7.00,0,0,0
2648,CT Patankar (INDIA),1955-1956,1,2,1,14,13,14.00,0,0,0
2649,SR Patil (INDIA),1955-1955,1,1,1,14,14*,0,0,0,0
2650,HLE Promnitz (SA),1927-1928,2,4,0,14,5,3.50,0,0,0
2651,A Rose-Innes (SA),1889-1889,2,4,0,14,13,3.50,0,0,2
2652,Subashis Roy (BAN),2017-2017,4,6,5,14,12*,14.00,0,0,1
2653,NC Tufnell (ENG),1910-1910,1,1,0,14,14,14.00,0,0,0
2654,GF Vernon (ENG),1882-1883,1,2,1,14,11*,14.00,0,0,0
2655,KIW Wijegunawardene (SL),1991-1992,2,4,1,14,6*,4.66,0,0,0
2656,Ziaur Rahman (BAN),2013-2013,1,2,0,14,14,7.00,0,0,1
2657,SN Banerjee (INDIA),1949-1949,1,2,0,13,8,6.50,0,0,0
2658,A Coningham (AUS),1894-1895,1,2,0,13,10,6.50,0,0,0
2659,WH Cooper (AUS),1881-1884,2,3,1,13,7,6.50,0,0,0
2660,Hon.CJ Coventry (ENG),1889-1889,2,2,1,13,12,13.00,0,0,0
2661,TWJ Goddard (ENG),1930-1939,8,5,3,13,8,6.50,0,0,1
2662,L Hone (ENG),1879-1879,1,2,0,13,7,6.50,0,0,0
2663,Jubair Hossain (BAN),2014-2015,6,5,2,13,7*,4.33,0,0,1
2664,UN Kulkarni (INDIA),1967-1968,4,8,5,13,7,4.33,0,0,1
2665,Munir Ahmad (AFG),2021-2021,1,2,0,13,12,6.50,0,0,0
2666,HA Musgrove (AUS),1885-1885,1,2,0,13,9,6.50,0,0,0
2667,PWG Parker (ENG),1981-1981,1,2,0,13,13,6.50,0,0,1
2668,R Pollard (ENG),1946-1948,4,3,2,13,10*,13.00,0,0,0
2669,RR Powar (INDIA),2007-2007,2,2,0,13,7,6.50,0,0,0
2670,S Ragoonath (WI),1999-1999,2,4,1,13,9,4.33,0,0,1
2671,RT Stanyforth (ENG),1927-1928,4,6,1,13,6*,2.60,0,0,1
2672,RB Stewart (SA),1889-1889,1,2,0,13,9,6.50,0,0,0
2673,PHJ Trimborn (SA),1967-1970,4,4,2,13,11*,6.50,0,0,1
2674,KP Walmsley (NZ),1995-2000,3,5,0,13,5,2.60,0,0,2
2675,CAK Walton (WI),2009-2009,2,4,0,13,10,3.25,0,0,1
2676,T Yohannan (INDIA),2001-2002,3,4,4,13,8*,0,0,0,0
2677,Abdul Wasi (AFG),2021-2021,1,2,0,12,9,6.00,0,0,0
2678,CE Floquet (SA),1910-1910,1,2,1,12,11*,12.00,0,0,0
2679,Ghulam Abbas (PAK),1967-1967,1,2,0,12,12,6.00,0,0,1
2680,GL Gibbs (WI),1955-1955,1,2,0,12,12,6.00,0,0,1
2681,G Gladstone (WI),1930-1930,1,1,1,12,12*,0,0,0,0
2682,JL Hopwood (ENG),1934-1934,2,3,1,12,8,6.00,0,0,0
2683,P Jayawickrama (SL),2021-2022,4,5,5,12,8*,0,0,0,0
2684,LWS Kaluperuma (SL),1982-1982,2,4,1,12,11*,4.00,0,0,2
2685,NT Pascal (WI),2010-2010,2,2,0,12,10,6.00,0,0,0
2686,ACS Pigott (ENG),1984-1984,1,2,1,12,8*,12.00,0,0,0
2687,GK Robertson (NZ),1986-1986,1,1,0,12,12,12.00,0,0,0
2688,Shahid Saeed (PAK),1989-1989,1,1,0,12,12,12.00,0,0,0
2689,Wafadar Momand (AFG),2018-2019,2,3,1,12,6*,6.00,0,0,1
2690,FH Walters (AUS),1885-1885,1,2,0,12,7,6.00,0,0,0
2691,CD Watson (WI),1960-1962,7,6,1,12,5,2.40,0,0,2
2692,MG Webb (NZ),1971-1974,3,2,0,12,12,6.00,0,0,1
2693,MR Adair (IRE),2019-2019,1,2,0,11,8,5.50,0,0,0
2694,FS Ahangama (SL),1985-1985,3,3,1,11,11,5.50,0,0,1
2695,BJ Bess (WI),2010-2010,1,2,1,11,11*,11.00,0,0,1
2696,EG Bock (SA),1935-1935,1,2,2,11,9*,0,0,0,0
2697,SJE Brown (ENG),1996-1996,1,2,1,11,10*,11.00,0,0,0
2698,SS Cottrell (WI),2013-2014,2,4,0,11,5,2.75,0,0,1
2699,WF Giffen (AUS),1887-1892,3,6,0,11,3,1.83,0,0,1
2700,EJ Gregory (AUS),1877-1877,1,2,0,11,11,5.50,0,0,1
2701,TU Groube (AUS),1880-1880,1,2,0,11,11,5.50,0,0,1
2702,GM Guard (INDIA),1958-1960,2,2,0,11,7,5.50,0,0,0
2703,CEJ Guest (AUS),1963-1963,1,1,0,11,11,11.00,0,0,0
2704,AE Hall (SA),1923-1931,7,8,2,11,5,1.83,0,0,4
2705,H Klaasen (SA),2019-2019,1,2,0,11,6,5.50,0,0,0
2706,VM Muddiah (INDIA),1959-1960,2,3,1,11,11,5.50,0,0,1
2707,JM Noreiga (WI),1971-1971,4,5,2,11,9,3.66,0,0,1
2708,AL Ochse (SA),1928-1929,3,4,1,11,4*,3.66,0,0,0
2709,G Sharma (INDIA),1985-1990,5,4,1,11,10*,3.66,0,0,2
2710,CK Singh (WI),1960-1960,2,3,0,11,11,3.66,0,0,2
2711,J Slight (AUS),1880-1880,1,2,0,11,11,5.50,0,0,1
2712,GB Street (ENG),1923-1923,1,2,1,11,7*,11.00,0,0,0
2713,GA Stuurman (SA),2022-2022,2,2,0,11,11,5.50,0,0,1
2714,R Vinay Kumar (INDIA),2012-2012,1,2,0,11,6,5.50,0,0,0
2715,MG Waite (AUS),1938-1938,2,3,0,11,8,3.66,0,0,1
2716,KA Walter (SA),1961-1961,2,3,0,11,10,3.66,0,0,1
2717,BT Watambwa (ZIM),2001-2002,6,8,5,11,4*,3.66,0,0,2
2718,PN Webb (NZ),1980-1980,2,3,0,11,5,3.66,0,0,0
2719,JJ Whitaker (ENG),1986-1986,1,1,0,11,11,11.00,0,0,0
2720,JP Agnew (ENG),1984-1985,3,4,3,10,5,10.00,0,0,0
2721,Kabir Ali (ENG),2003-2003,1,2,0,10,9,5.00,0,0,0
2722,GD Campbell (AUS),1989-1990,4,4,0,10,6,2.50,0,0,2
2723,B Casson (AUS),2008-2008,1,1,0,10,10,10.00,0,0,0
2724,AC Dawson (SA),2003-2003,2,1,0,10,10,10.00,0,0,0
2725,H Dean (ENG),1912-1912,3,4,2,10,8,5.00,0,0,1
2726,AM de Silva (SL),1993-1993,3,3,0,10,9,3.33,0,0,1
2727,WRS de Silva (SL),2002-2007,3,2,1,10,5*,10.00,0,0,0
2728,CJ Drum (NZ),2001-2002,5,5,2,10,4,3.33,0,0,1
2729,GM Emmett (ENG),1948-1948,1,2,0,10,10,5.00,0,0,1
2730,ESH Giddins (ENG),1999-2000,4,7,3,10,7,2.50,0,0,3
2731,JR Hodges (AUS),1877-1877,2,4,1,10,8,3.33,0,0,1
2732,CL Johnson (SA),1896-1896,1,2,0,10,7,5.00,0,0,0
2733,TA Lloyd (ENG),1984-1984,1,1,1,10,10*,0,0,0,0
2734,CJ McKay (AUS),2009-2009,1,1,0,10,10,10.00,0,0,0
2735,JM Mennie (AUS),2016-2016,1,2,0,10,10,5.00,0,0,1
2736,BD Morrison (NZ),1963-1963,1,2,0,10,10,5.00,0,0,1
2737,DT Mutendera (ZIM),2000-2000,1,2,0,10,10,5.00,0,0,1
2738,AM Pai (INDIA),1969-1969,1,2,0,10,9,5.00,0,0,0
2739,KE Palmer (ENG),1965-1965,1,1,0,10,10,10.00,0,0,0
2740,Pankaj Singh (INDIA),2014-2014,2,4,1,10,9,3.33,0,0,2
2741,SF Rehman (PAK),1958-1958,1,2,0,10,8,5.00,0,0,0
2742,JPF Travers (AUS),1902-1902,1,2,0,10,9,5.00,0,0,0
2743,KEA Upashantha (SL),1999-2002,2,3,0,10,6,3.33,0,0,0
2744,PK Wijetunge (SL),1993-1993,1,2,0,10,10,5.00,0,0,1
2745,ER Wilson (ENG),1921-1921,1,2,0,10,5,5.00,0,0,0
2746,B Yograj Singh (INDIA),1981-1981,1,2,0,10,6,5.00,0,0,0
2747,KN Amalean (SL),1986-1988,2,3,2,9,7*,9.00,0,0,0
2748,LJ Coldwell (ENG),1962-1964,7,7,5,9,6*,4.50,0,0,1
2749,EQ Davies (SA),1936-1939,5,8,3,9,3,1.80,0,0,2
2750,M de Lange (SA),2011-2012,2,2,0,9,9,4.50,0,0,1
2751,RR Dower (SA),1899-1899,1,2,0,9,9,4.50,0,0,1
2752,A Hearne (ENG),1892-1892,1,1,0,9,9,9.00,0,0,0
2753,BE Hendricks (SA),2020-2020,1,2,1,9,5*,9.00,0,0,0
2754,Iftikhar Anjum (PAK),2006-2006,1,1,1,9,9*,0,0,0,0
2755,TF Johnson (WI),1939-1939,1,1,1,9,9*,0,0,0,0
2756,LR Joslin (AUS),1968-1968,1,2,0,9,7,4.50,0,0,0
2757,J McIlwraith (AUS),1886-1886,1,2,0,9,7,4.50,0,0,0
2758,B Mavuta (ZIM),2018-2018,2,4,0,9,6,2.25,0,0,2
2759,Mohammad Khalil (PAK),2004-2005,2,4,1,9,5,3.00,0,0,1
2760,A Ndlovu (ZIM),2020-2020,2,4,0,9,5,2.25,0,0,2
2761,NO Norton (SA),1910-1910,1,2,0,9,7,4.50,0,0,0
2762,RJ Quiney (AUS),2012-2012,2,3,0,9,9,3.00,0,0,2
2763,Riaz Afridi (PAK),2004-2004,1,1,0,9,9,9.00,0,0,0
2764,GF Rorke (AUS),1959-1959,4,4,2,9,7,4.50,0,0,1
2765,BN Schultz (SA),1992-1997,9,8,2,9,6,1.50,0,0,3
2766,AK Sengupta (INDIA),1959-1959,1,2,0,9,8,4.50,0,0,0
2767,Shoriful Islam (BAN),2021-2022,3,5,1,9,7,2.25,0,0,2
2768,FW Tate (ENG),1902-1902,1,2,1,9,5*,9.00,0,0,0
2769,DS Tomlinson (SA),1935-1935,1,1,0,9,9,9.00,0,0,0
2770,Zakir Khan (PAK),1986-1989,2,2,2,9,9*,0,0,0,0
2771,Agha Saadat Ali (PAK),1955-1955,1,1,1,8,8*,0,0,0,0
2772,Alamgir Kabir (BAN),2002-2004,3,5,1,8,4,2.00,0,0,2
2773,JR Bracey (ENG),2021-2021,2,3,0,8,8,2.66,0,0,2
2774,HS Chang (WI),1979-1979,1,2,0,8,6,4.00,0,0,0
2775,UG Dowe (WI),1971-1973,4,3,2,8,5*,8.00,0,0,0
2776,FJ Durston (ENG),1921-1921,1,2,1,8,6*,8.00,0,0,0
2777,Ebadot Hossain (BAN),2019-2022,14,22,12,8,4,0.80,0,0,6
2778,PA Emery (AUS),1994-1994,1,1,1,8,8*,0,0,0,0
2779,N Gordon (SA),1938-1939,5,6,2,8,7*,2.00,0,0,3
2780,J Harry (AUS),1895-1895,1,2,0,8,6,4.00,0,0,0
2781,M Henderson (NZ),1930-1930,1,2,1,8,6,8.00,0,0,0
2782,CFW Hime (SA),1896-1896,1,2,0,8,8,4.00,0,0,1
2783,DJ Johnson (INDIA),1996-1996,2,3,1,8,5,4.00,0,0,0
2784,S Kalavitigoda (SL),2005-2005,1,2,0,8,7,4.00,0,0,0
2785,ACI Lock (ZIM),1995-1995,1,2,1,8,8*,8.00,0,0,1
2786,HSB Love (AUS),1933-1933,1,2,0,8,5,4.00,0,0,0
2787,DAN McRae (NZ),1946-1946,1,2,0,8,8,4.00,0,0,1
2788,NA Mallender (ENG),1992-1992,2,3,0,8,4,2.66,0,0,0
2789,NE Marshall (WI),1955-1955,1,2,0,8,8,4.00,0,0,1
2790,BD Milburn (NZ),1969-1969,3,3,2,8,4*,8.00,0,0,1
2791,Mufasir-ul-Haq (PAK),1965-1965,1,1,1,8,8*,0,0,0,0
2792,N M'shangwe (ZIM),2014-2014,2,4,0,8,8,2.00,0,0,3
2793,GWF Overton (NZ),1953-1954,3,6,1,8,3*,1.60,0,0,2
2794,AL Padmore (WI),1976-1976,2,2,1,8,8*,8.00,0,0,1
2795,GH Pope (ENG),1947-1947,1,1,1,8,8*,0,0,0,0
2796,U Ranchod (ZIM),1993-1993,1,2,0,8,7,4.00,0,0,0
2797,CR Rangachari (INDIA),1948-1948,4,6,3,8,8*,2.66,0,0,3
2798,NA Saini (INDIA),2021-2021,2,3,1,8,5,4.00,0,0,0
2799,KV Sharma (INDIA),2014-2014,1,2,1,8,4*,8.00,0,0,0
2800,JT Willoughby (SA),1896-1896,2,4,0,8,5,2.00,0,0,2
2801,RJ Blakey (ENG),1993-1993,2,4,0,7,6,1.75,0,0,2
2802,N Chopra (INDIA),2000-2000,1,2,0,7,4,3.50,0,0,0
2803,FJ Cook (SA),1896-1896,1,2,0,7,7,3.50,0,0,1
2804,Ehsanul Haque (BAN),2002-2002,1,2,0,7,5,3.50,0,0,0
2805,Faisal Hossain (BAN),2004-2004,1,2,0,7,5,3.50,0,0,0
2806,WHB Frank (SA),1896-1896,1,2,0,7,5,3.50,0,0,0
2807,RHM Hands (SA),1914-1914,1,2,0,7,7,3.50,0,0,1
2808,RI Harford (NZ),1968-1968,3,5,2,7,6,2.33,0,0,1
2809,Ikram Alikhil (AFG),2019-2019,1,1,0,7,7,7.00,0,0,0
2810,SD Jack (SA),1994-1995,2,2,0,7,7,3.50,0,0,1
2811,CM Kuggeleijn (NZ),1988-1988,2,4,0,7,7,1.75,0,0,3
2812,WHV Levett (ENG),1934-1934,1,2,1,7,5,7.00,0,0,0
2813,TG McMahon (NZ),1955-1956,5,7,4,7,4*,2.33,0,0,2
2814,AM Matheson (NZ),1930-1931,2,1,0,7,7,7.00,0,0,0
2815,W Mead (ENG),1899-1899,1,2,0,7,7,3.50,0,0,1
2816,Mohammad Zahid (PAK),1996-2003,5,6,1,7,6*,1.40,0,0,4
2817,Munir Malik (PAK),1959-1962,3,4,1,7,4,2.33,0,0,1
2818,S Nyalchand (INDIA),1952-1952,1,2,1,7,6*,7.00,0,0,0
2819,GAHM Parkar (INDIA),1982-1982,1,2,0,7,6,3.50,0,0,0
2820,Rafiqul Islam (BAN),2002-2002,1,2,0,7,6,3.50,0,0,0
2821,Shahid Israr (PAK),1976-1976,1,1,1,7,7*,0,0,0,0
2822,H Smith (ENG),1928-1928,1,1,0,7,7,7.00,0,0,0
2823,J Southerton (ENG),1877-1877,2,3,1,7,6,3.50,0,0,1
2824,A Warren (ENG),1905-1905,1,1,0,7,7,7.00,0,0,0
2825,DM Washington (WI),2005-2005,1,1,1,7,7*,0,0,0,0
2826,GEC Wood (ENG),1924-1924,3,2,0,7,6,3.50,0,0,0
2827,SA Ankola (INDIA),1989-1989,1,1,0,6,6,6.00,0,0,0
2828,MA Beer (AUS),2011-2012,2,3,1,6,2*,3.00,0,0,0
2829,R Berry (ENG),1950-1950,2,4,2,6,4*,3.00,0,0,1
2830,M Bhanuka (SL),2021-2021,1,2,0,6,5,3.00,0,0,0
2831,AR Bhat (INDIA),1983-1983,2,3,1,6,6,3.00,0,0,1
2832,JH Cameron (WI),1939-1939,2,3,0,6,5,2.00,0,0,1
2833,PP Chawla (INDIA),2006-2012,3,3,0,6,4,2.00,0,0,0
2834,DP Conyngham (SA),1923-1923,1,2,2,6,3*,0,0,0,0
2835,AHC Cooper (SA),1913-1913,1,2,0,6,6,3.00,0,0,1
2836,WH Copson (ENG),1939-1947,3,1,0,6,6,6.00,0,0,0
2837,G Coulthard (AUS),1882-1882,1,1,1,6,6*,0,0,0,0
2838,MS Crane (ENG),2018-2018,1,2,0,6,4,3.00,0,0,0
2839,AC Dale (AUS),1998-1999,2,3,0,6,5,2.00,0,0,1
2840,AR Dell (AUS),1971-1974,2,2,2,6,3*,0,0,0,0
2841,SH Emery (AUS),1912-1912,4,2,0,6,5,3.00,0,0,0
2842,CE Finlason (SA),1889-1889,1,2,0,6,6,3.00,0,0,1
2843,PLS Gamage (SL),2017-2018,5,8,4,6,3,1.50,0,0,1
2844,RA Gaunt (AUS),1958-1964,3,4,2,6,3,3.00,0,0,0
2845,R Graham (SA),1899-1899,2,4,0,6,4,1.50,0,0,2
2846,Harvinder Singh (INDIA),1998-2001,3,4,1,6,6,2.00,0,0,2
2847,JM Holland (AUS),2016-2018,4,7,5,6,3,3.00,0,0,0
2848,AP Igglesden (ENG),1989-1994,3,5,3,6,3*,3.00,0,0,2
2849,VV Kumar (INDIA),1961-1961,2,2,0,6,6,3.00,0,0,1
2850,F Morley (ENG),1880-1883,4,6,2,6,2*,1.50,0,0,2
2851,SA Muller (AUS),1999-1999,2,2,2,6,6*,0,0,0,0
2852,DC Parkin (SA),1892-1892,1,2,0,6,6,3.00,0,0,1
2853,WFF Price (ENG),1938-1938,1,2,0,6,6,3.00,0,0,1
2854,CFH Prince (SA),1899-1899,1,2,0,6,5,3.00,0,0,0
2855,Rajinder Pal (INDIA),1964-1964,1,2,1,6,3*,6.00,0,0,0
2856,V Razdan (INDIA),1989-1989,2,2,1,6,6*,6.00,0,0,1
2857,AR Richards (SA),1896-1896,1,2,0,6,6,3.00,0,0,1
2858,TL Richmond (ENG),1921-1921,1,2,0,6,4,3.00,0,0,0
2859,MW Rushmere (SA),1992-1992,1,2,0,6,3,3.00,0,0,0
2860,KJ Silva (SL),1995-1998,7,4,1,6,6*,2.00,0,0,3
2861,RA Sinfield (ENG),1938-1938,1,1,0,6,6,6.00,0,0,0
2862,R Wood (ENG),1887-1887,1,2,0,6,6,3.00,0,0,1
2863,FE Allan (AUS),1879-1879,1,1,0,5,5,5.00,0,0,0
2864,IBA Allen (WI),1991-1991,2,2,2,5,4*,0,0,0,0
2865,WM Anderson (NZ),1946-1946,1,2,0,5,4,2.50,0,0,0
2866,SG Borthwick (ENG),2014-2014,1,2,0,5,4,2.50,0,0,0
2867,T Bosch (SA),1992-1992,1,2,2,5,5*,0,0,0,0
2868,GR Breese (WI),2002-2002,1,2,0,5,5,2.50,0,0,1
2869,GE Corling (AUS),1964-1964,5,4,1,5,3,1.66,0,0,2
2870,A Ducat (ENG),1921-1921,1,2,0,5,3,2.50,0,0,0
2871,KH Eastwood (AUS),1971-1971,1,2,0,5,5,2.50,0,0,1
2872,JN Hamilton (WI),2019-2019,1,2,0,5,5,2.50,0,0,1
2873,A Hurwood (AUS),1930-1931,2,2,0,5,5,2.50,0,0,1
2874,RJD Jamshedji (INDIA),1933-1933,1,2,2,5,4*,0,0,0,0
2875,HK Jayantilal (INDIA),1971-1971,1,1,0,5,5,5.00,0,0,0
2876,TP Kamungozi (ZIM),2014-2014,1,2,0,5,5,2.50,0,0,1
2877,NM Kulkarni (INDIA),1997-2001,3,2,1,5,4,5.00,0,0,0
2878,FA MacKinnon (ENG),1879-1879,1,2,0,5,5,2.50,0,0,1
2879,Mahbubul Alam (BAN),2008-2008,4,7,3,5,2,1.25,0,0,2
2880,AP Marr (AUS),1885-1885,1,2,0,5,5,2.50,0,0,1
2881,NO Miller (WI),2009-2009,1,2,0,5,5,2.50,0,0,1
2882,NS Mitchell-Innes (ENG),1935-1935,1,1,0,5,5,5.00,0,0,0
2883,GH Mudie (WI),1935-1935,1,1,0,5,5,5.00,0,0,0
2884,TRO Payne (WI),1986-1986,1,1,0,5,5,5.00,0,0,0
2885,S Prasanna (SL),2011-2011,1,1,0,5,5,5.00,0,0,0
2886,RH Robinson (AUS),1936-1936,1,2,0,5,3,2.50,0,0,0
2887,AHP Scott (WI),1953-1953,1,1,0,5,5,5.00,0,0,0
2888,SMSM Senanayake (SL),2013-2014,1,1,0,5,5,5.00,0,0,0
2889,A Shahzad (ENG),2010-2010,1,1,0,5,5,5.00,0,0,0
2890,GL Tapscott (SA),1913-1913,1,2,0,5,4,2.50,0,0,0
2891,B Arun (INDIA),1986-1987,2,2,1,4,2*,4.00,0,0,0
2892,HK Bennett (NZ),2010-2010,1,1,0,4,4,4.00,0,0,0
2893,ID Blackwell (ENG),2006-2006,1,1,0,4,4,4.00,0,0,0
2894,C Burke (NZ),1946-1946,1,2,0,4,3,2.00,0,0,0
2895,FJ Burton (AUS),1887-1888,2,4,2,4,2*,2.00,0,0,0
2896,ID Buys (SA),1922-1922,1,2,1,4,4*,4.00,0,0,1
2897,JAK Cochran (SA),1931-1931,1,1,0,4,4,4.00,0,0,0
2898,C Cook (ENG),1947-1947,1,2,0,4,4,2.00,0,0,1
2899,JT Cottam (AUS),1887-1887,1,2,0,4,3,2.00,0,0,0
2900,CJ Ferguson (AUS),2016-2016,1,2,0,4,3,2.00,0,0,0
2901,AM Fernando (SL),2021-2021,3,6,3,4,4,1.33,0,0,2
2902,H Foley (NZ),1930-1930,1,2,0,4,2,2.00,0,0,0
2903,RA Gleeson (SA),1896-1896,1,2,1,4,3,4.00,0,0,0
2904,T Greenhough (ENG),1959-1960,4,4,1,4,2,1.33,0,0,1
2905,MJ Haslam (NZ),1992-1995,4,2,1,4,3,4.00,0,0,0
2906,Irfan Fazil (PAK),2000-2000,1,2,1,4,3,4.00,0,0,0
2907,MP Jarvis (ZIM),1992-1994,5,3,1,4,2*,2.00,0,0,1
2908,Javed Akhtar (PAK),1962-1962,1,2,1,4,2*,4.00,0,0,0
2909,GR Loveridge (NZ),1996-1996,1,1,1,4,4*,0,0,0,0
2910,Mir Hamza (PAK),2018-2018,1,2,2,4,4*,0,0,0,0
2911,Nazmul Islam (BAN),2018-2018,1,2,0,4,4,2.00,0,0,1
2912,WHM Richards (SA),1889-1889,1,2,0,4,4,2.00,0,0,1
2913,AM Smith (ENG),1997-1997,1,2,1,4,4*,4.00,0,0,1
2914,HD Smith (NZ),1933-1933,1,1,0,4,4,4.00,0,0,0
2915,WRT Solomon (SA),1899-1899,1,2,0,4,2,2.00,0,0,0
2916,Khaled Ahmed (BAN),2018-2022,5,8,2,4,4*,0.66,0,0,6
2917,JO Taylor (WI),1958-1959,3,5,3,4,4*,2.00,0,0,2
2918,JJ Warr (ENG),1951-1951,2,4,0,4,4,1.00,0,0,3
2919,AJ Webbe (ENG),1879-1879,1,2,0,4,4,2.00,0,0,1
2920,S Young (AUS),1997-1997,1,2,1,4,4*,4.00,0,0,1
2921,ST Banerjee (INDIA),1992-1992,1,1,0,3,3,3.00,0,0,0
2922,A Brown (ENG),1961-1961,2,1,1,3,3*,0,0,0,0
2923,NR Chowdhury (INDIA),1949-1951,2,2,1,3,3*,3.00,0,0,1
2924,CB Clarke (WI),1939-1939,3,4,1,3,2,1.00,0,0,1
2925,SH Cook (AUS),1997-1997,2,2,2,3,3*,0,0,0,0
2926,JRF Duncan (AUS),1971-1971,1,1,0,3,3,3.00,0,0,0
2927,Farooq Hamid (PAK),1964-1964,1,2,0,3,3,1.50,0,0,1
2928,IS Gallage (SL),1999-1999,1,1,0,3,3,3.00,0,0,0
2929,JB Gannon (AUS),1977-1978,3,5,4,3,3*,3.00,0,0,1
2930,JK Irani (INDIA),1947-1947,2,3,2,3,2*,3.00,0,0,1
2931,JB Iverson (AUS),1950-1951,5,7,3,3,1*,0.75,0,0,2
2932,Jalal-ud-Din (PAK),1982-1985,6,3,2,3,2,3.00,0,0,0
2933,IS Madray (WI),1958-1958,2,3,0,3,2,1.00,0,0,1
2934,MJ Mason (NZ),2004-2004,1,2,0,3,3,1.50,0,0,1
2935,CWL Parker (ENG),1921-1921,1,1,1,3,3*,0,0,0,0
2936,GM Parker (SA),1924-1924,2,4,2,3,2*,1.50,0,0,2
2937,RTD Perks (ENG),1939-1939,2,2,2,3,2*,0,0,0,0
2938,RJ Pope (AUS),1885-1885,1,2,0,3,3,1.50,0,0,1
2939,MA Small (WI),1984-1984,2,1,1,3,3*,0,0,0,0
2940,CA Smith (ENG),1889-1889,1,1,0,3,3,3.00,0,0,0
2941,MM Sood (INDIA),1960-1960,1,2,0,3,3,1.50,0,0,1
2942,GR Sunderam (INDIA),1955-1956,2,1,1,3,3*,0,0,0,0
2943,CK Tshuma (ZIM),2020-2020,1,2,0,3,3,1.50,0,0,1
2944,CDUS Weerasinghe (SL),1985-1985,1,1,0,3,3,3.00,0,0,0
2945,AP Wells (ENG),1995-1995,1,2,1,3,3*,3.00,0,0,1
2946,LL Wilkinson (ENG),1938-1939,3,2,1,3,2,3.00,0,0,0
2947,JH Childs (ENG),1988-1988,2,4,4,2,2*,0,0,0,0
2948,V Dahiya (INDIA),2000-2000,2,1,1,2,2*,0,0,0,0
2949,JF du Toit (SA),1892-1892,1,2,2,2,2*,0,0,0,0
