,Player,T20_Span,T20_Matches,T20_Innings,T20_OVERS,T20_MAIDENS,T20_RUNS_given,T20_WICKETS,T20_BESTFIGURE,T20_BOWL_AVERAGE,T20_ECONOMY,T20_SR,T20_4_WKTS,T20_5_WKTS
2233,SHT Kandamby (SL),2008-2011,5,-,-,-,-,-,-,-,-,-,-,-
2234,A Kansonkho (MWI),2021-2021,6,-,-,-,-,-,-,-,-,-,-,-
2235,Kapil Kumar (PHI),2022-2022,2,-,-,-,-,-,-,-,-,-,-,-
2236,CK Kapugedera (SL),2006-2017,43,-,-,-,-,-,-,-,-,-,-,-
2237,IA Karim (KENYA),2013-2021,29,-,-,-,-,-,-,-,-,-,-,-
2238,KD Karthik (ICC/INDIA),2006-2019,32,-,-,-,-,-,-,-,-,-,-,-
2239,SM Katich (AUS),2005-2006,3,-,-,-,-,-,-,-,-,-,-,-
2240,HB Kayondo (UGA),2019-2021,4,-,-,-,-,-,-,-,-,-,-,-
2241,AN Kervezee (NED),2009-2012,10,-,-,-,-,-,-,-,-,-,-,-
2242,S Keshvani (CAN),2010-2010,2,-,-,-,-,-,-,-,-,-,-,-
2243,RWT Key (ENG),2009-2009,1,-,-,-,-,-,-,-,-,-,-,-
2244,SP Khakurel (NEPAL),2014-2015,8,-,-,-,-,-,-,-,-,-,-,-
2245,Khalid Latif (PAK),2008-2016,13,-,-,-,-,-,-,-,-,-,-,-
2246,UT Khawaja (AUS),2016-2016,9,-,-,-,-,-,-,-,-,-,-,-
2247,Khawar Zafar (Saudi),2020-2020,2,-,-,-,-,-,-,-,-,-,-,-
2248,Khizer Ahmed (NOR),2019-2022,9,-,-,-,-,-,-,-,-,-,-,-
2249,N Khosla (MLT),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-
2250,Khurram Manzoor (PAK),2016-2016,3,-,-,-,-,-,-,-,-,-,-,-
2251,Khurram Nawaz (OMA),2017-2022,24,-,-,-,-,-,-,-,-,-,-,-
2252,C Kieswetter (ENG),2010-2012,25,-,-,-,-,-,-,-,-,-,-,-
2253,TCR Kimber (GUE),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-
2254,BA King (WI),2019-2022,21,-,-,-,-,-,-,-,-,-,-,-
2255,NR Kirton (CAN),2019-2019,5,-,-,-,-,-,-,-,-,-,-,-
2256,MO Kitunda (TAN),2021-2021,3,-,-,-,-,-,-,-,-,-,-,-
2257,M Klinger (AUS),2017-2017,3,-,-,-,-,-,-,-,-,-,-,-
2258,FA Klokker (DEN),2021-2021,6,-,-,-,-,-,-,-,-,-,-,-
2259,N Knights (IOM),2020-2021,5,-,-,-,-,-,-,-,-,-,-,-
2260,EB Knowles (CZK-R),2019-2021,14,-,-,-,-,-,-,-,-,-,-,-
2261,MF Koc (TKY),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-
2262,JP Kotze (NAM),2019-2022,18,-,-,-,-,-,-,-,-,-,-,-
2263,HG Kuhn (SA),2009-2017,7,-,-,-,-,-,-,-,-,-,-,-
2264,HGJM Kulatunga (SL),2008-2008,2,-,-,-,-,-,-,-,-,-,-,-
2265,Kuldeep Singh (PHI),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-
2266,BLCS Kumara (CYP),2021-2021,2,-,-,-,-,-,-,-,-,-,-,-
2267,P Kurup (BHR),2021-2022,3,-,-,-,-,-,-,-,-,-,-,-
2268,M Labuschagne (AUS),2022-2022,1,-,-,-,-,-,-,-,-,-,-,-
2269,T Langa (VAN),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-
2270,TWM Latham (NZ),2012-2021,18,-,-,-,-,-,-,-,-,-,-,-
2271,ME Leoela (LES),2021-2021,2,-,-,-,-,-,-,-,-,-,-,-
2272,T Letsitsa (LES),2021-2021,1,-,-,-,-,-,-,-,-,-,-,-
2273,RE Levi (SA),2012-2012,13,-,-,-,-,-,-,-,-,-,-,-
2274,E Lewis (WI),2016-2021,50,-,-,-,-,-,-,-,-,-,-,-
2275,J Linton (Caym),2022-2022,3,-,-,-,-,-,-,-,-,-,-,-
2276,Liton Das (BAN),2015-2022,48,-,-,-,-,-,-,-,-,-,-,-
2277,J Liyanage (SL),2022-2022,3,-,-,-,-,-,-,-,-,-,-,-
2278,I Liyanage (QAT),2020-2021,11,-,-,-,-,-,-,-,-,-,-,-
2279,NG Liyanage (HUN),2021-2021,2,-,-,-,-,-,-,-,-,-,-,-
2280,K Loday (BHU),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-
2281,Lokesh Bam (NEPAL),2022-2022,8,-,-,-,-,-,-,-,-,-,-,-
2282,L Louwrens (NAM),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-
2283,WJ Lubbe (SA),2021-2021,2,-,-,-,-,-,-,-,-,-,-,-
2284,MJ Lumb (ENG),2010-2014,27,-,-,-,-,-,-,-,-,-,-,-
2285,CA Lynn (AUS),2014-2018,18,-,-,-,-,-,-,-,-,-,-,-
2286,Maaz Khan (LES),2021-2021,6,-,-,-,-,-,-,-,-,-,-,-
2287,NFI McCallum (SCOT),2007-2010,11,-,-,-,-,-,-,-,-,-,-,-
2288,BB McCullum (NZ),2005-2015,71,-,-,-,-,-,-,-,-,-,-,-
2289,BR McDermott (AUS),2018-2022,23,-,-,-,-,-,-,-,-,-,-,-
2290,PD McGlashan (NZ),2006-2010,11,-,-,-,-,-,-,-,-,-,-,-
2291,ND McKenzie (SA),2006-2009,2,-,-,-,-,-,-,-,-,-,-,-
2292,CD McMillan (NZ),2005-2007,8,-,-,-,-,-,-,-,-,-,-,-
2293,NJ Maddinson (AUS),2013-2018,6,-,-,-,-,-,-,-,-,-,-,-
2294,RP Magar (NEPAL),2014-2015,6,-,-,-,-,-,-,-,-,-,-,-
2295,Maidul Islam (EST),2021-2021,6,-,-,-,-,-,-,-,-,-,-,-
2296,JN Malan (SA),2019-2021,11,-,-,-,-,-,-,-,-,-,-,-
2297,G Malla (NEPAL),2014-2022,40,-,-,-,-,-,-,-,-,-,-,-
2298,G Manan (ROM),2019-2021,14,-,-,-,-,-,-,-,-,-,-,-
2299,A Manatos (GRC),2021-2021,1,-,-,-,-,-,-,-,-,-,-,-
2300,AK Mandal (NEPAL),2015-2015,2,-,-,-,-,-,-,-,-,-,-,-
2301,Mandeep Singh (INDIA),2016-2016,3,-,-,-,-,-,-,-,-,-,-,-
2302,T Manders (BMUDA),2021-2021,6,-,-,-,-,-,-,-,-,-,-,-
2303,A Manepalli (LUX),2020-2021,6,-,-,-,-,-,-,-,-,-,-,-
2304,A Manousis (GRC),2019-2021,7,-,-,-,-,-,-,-,-,-,-,-
2305,Manpreet Singh (ITA),2019-2021,14,-,-,-,-,-,-,-,-,-,-,-
2306,Manpreet Singh (SGP),2019-2020,15,-,-,-,-,-,-,-,-,-,-,-
2307,I Mansaray (SLE),2021-2021,4,-,-,-,-,-,-,-,-,-,-,-
2308,N Mapunda (TAN),2021-2021,7,-,-,-,-,-,-,-,-,-,-,-
2309,Maqsood Ahmad (Belg),2021-2021,3,-,-,-,-,-,-,-,-,-,-,-
2310,SE Marsh (AUS),2008-2016,15,-,-,-,-,-,-,-,-,-,-,-
2311,HJH Marshall (NZ),2005-2006,3,-,-,-,-,-,-,-,-,-,-,-
2312,JAH Marshall (NZ),2005-2008,3,-,-,-,-,-,-,-,-,-,-,-
2313,XM Marshall (USA/WI),2008-2021,20,-,-,-,-,-,-,-,-,-,-,-
2314,JC Martin (GUE),2020-2020,1,-,-,-,-,-,-,-,-,-,-,-
2315,M Martin (SUI),2021-2021,1,-,-,-,-,-,-,-,-,-,-,-
2316,DR Martyn (AUS),2005-2006,4,-,-,-,-,-,-,-,-,-,-,-
2317,T Marumani (ZIM),2021-2021,11,-,-,-,-,-,-,-,-,-,-,-
2318,I Master (BOT),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-
2319,Mazharul Islam (SEY),2021-2021,6,-,-,-,-,-,-,-,-,-,-,-
2320,S Mba (NGA),2021-2021,8,-,-,-,-,-,-,-,-,-,-,-
2321,V Mbazo (BOT),2019-2021,8,-,-,-,-,-,-,-,-,-,-,-
2322,A McAuley (IOM),2020-2021,5,-,-,-,-,-,-,-,-,-,-,-
2323,RD McCann (IRE),2012-2012,3,-,-,-,-,-,-,-,-,-,-,-
2324,W McClintock (IRE),2021-2021,5,-,-,-,-,-,-,-,-,-,-,-
2325,SS McKechnie (HKG),2019-2020,19,-,-,-,-,-,-,-,-,-,-,-
2326,M Meade (Chile),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-
2327,J Mees (LUX),2019-2021,16,-,-,-,-,-,-,-,-,-,-,-
2328,Junaid Mehmood (NOR),2021-2021,2,-,-,-,-,-,-,-,-,-,-,-
2329,Mehran Dorri (Iran),2020-2020,1,-,-,-,-,-,-,-,-,-,-,-
2330,Mehran Siasar (Iran),2020-2020,1,-,-,-,-,-,-,-,-,-,-,-
2331,BKG Mendis (SL),2016-2022,32,-,-,-,-,-,-,-,-,-,-,-
2332,JH Mensah (Ghana),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-
2333,Mien Mehmood (PORT),2019-2021,7,-,-,-,-,-,-,-,-,-,-,-
2334,Michael Nazir (MLT),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-
2335,DA Miller (SA/World),2010-2021,95,-,-,-,-,-,-,-,-,-,-,-
2336,S Mills (IOM),2020-2020,1,-,-,-,-,-,-,-,-,-,-,-
2337,Mirza Ahsan (Aut),2019-2021,8,-,-,-,-,-,-,-,-,-,-,-
2338,Misbah-ul-Haq (PAK),2007-2012,39,-,-,-,-,-,-,-,-,-,-,-
2339,K Mishara (SL),2022-2022,3,-,-,-,-,-,-,-,-,-,-,-
2340,SJ Modani (USA),2021-2021,2,-,-,-,-,-,-,-,-,-,-,-
2341,Mohamed Azzam (Mald),2019-2021,14,-,-,-,-,-,-,-,-,-,-,-
2342,Mohammad Iqbal (CAN),2008-2008,3,-,-,-,-,-,-,-,-,-,-,-
2343,Mohammad Mithun (BAN),2014-2021,17,-,-,-,-,-,-,-,-,-,-,-
2344,Mohammad Naim (BAN),2019-2022,34,-,-,-,-,-,-,-,-,-,-,-
2345,Mohammad Qazi (CAN),2008-2008,1,-,-,-,-,-,-,-,-,-,-,-
2346,Mohammed Rizlan (QAT),2019-2021,26,-,-,-,-,-,-,-,-,-,-,-
2347,Mohammad Rizwan (PAK),2015-2022,56,-,-,-,-,-,-,-,-,-,-,-
2348,Mohammad Salman (PAK),2011-2011,1,-,-,-,-,-,-,-,-,-,-,-
2349,Mohammad Shahzad (AFG),2010-2021,70,-,-,-,-,-,-,-,-,-,-,-
2350,Mohammad Yousuf (PAK),2006-2010,3,-,-,-,-,-,-,-,-,-,-,-
2351,Mohammed Nurji (MWI),2019-2019,6,-,-,-,-,-,-,-,-,-,-,-
2352,Mohammed Sameer (BHR),2020-2020,2,-,-,-,-,-,-,-,-,-,-,-
2353,AK Mohan (Fin),2019-2021,9,-,-,-,-,-,-,-,-,-,-,-
2354,S Mohan (PHI),2022-2022,1,-,-,-,-,-,-,-,-,-,-,-
2355,SR Mohan (SEY),2021-2021,6,-,-,-,-,-,-,-,-,-,-,-
2356,GMC Mol (NED),2008-2008,1,-,-,-,-,-,-,-,-,-,-,-
2357,D Mongia (INDIA),2006-2006,1,-,-,-,-,-,-,-,-,-,-,-
2358,PJ Moor (ZIM),2016-2019,21,-,-,-,-,-,-,-,-,-,-,-
2359,VV Morea (PNG),2015-2017,5,-,-,-,-,-,-,-,-,-,-,-
2360,EJG Morgan (ENG),2009-2022,115,-,-,-,-,-,-,-,-,-,-,-
2361,RS Morton (WI),2006-2010,7,-,-,-,-,-,-,-,-,-,-,-
2362,M Mosehle (SA),2017-2017,7,-,-,-,-,-,-,-,-,-,-,-
2363,N Mourikis (GRC),2021-2021,3,-,-,-,-,-,-,-,-,-,-,-
2364,S Movva (CAN),2021-2022,3,-,-,-,-,-,-,-,-,-,-,-
2365,Muaviath Ganee (Mald),2019-2019,5,-,-,-,-,-,-,-,-,-,-,-
2366,Mudassar Muhammad (GER),2019-2019,7,-,-,-,-,-,-,-,-,-,-,-
2367,Muhammad Awais (GRC),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-
2368,Muhammad Hamayun (Saudi),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-
2369,Muhammad Kaleem (UAE),2016-2016,9,-,-,-,-,-,-,-,-,-,-,-
2370,Muhammad Khurram (MWI),2019-2019,5,-,-,-,-,-,-,-,-,-,-,-
2371,Muhammad Safdar (BHR),2022-2022,2,-,-,-,-,-,-,-,-,-,-,-
2372,Muhammad Usman (UAE),2016-2022,47,-,-,-,-,-,-,-,-,-,-,-
2373,Mukhtar Ahmed (PAK),2015-2015,6,-,-,-,-,-,-,-,-,-,-,-
2374,Mukhtiar Singh (ESP),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-
2375,AA Mulla (CAN),2008-2008,4,-,-,-,-,-,-,-,-,-,-,-
2376,Munim Shahriar (BAN),2022-2022,2,-,-,-,-,-,-,-,-,-,-,-
2377,Munir Dar (HKG),2014-2014,2,-,-,-,-,-,-,-,-,-,-,-
2378,C Munoz-Mills (ESP),2019-2022,15,-,-,-,-,-,-,-,-,-,-,-
2379,HG Munsey (SCOT),2015-2021,51,-,-,-,-,-,-,-,-,-,-,-
2380,G Murali (CRC),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-
2381,D Murphy (SCOT),2013-2013,4,-,-,-,-,-,-,-,-,-,-,-
2382,TK Musakanda (ZIM),2018-2021,12,-,-,-,-,-,-,-,-,-,-,-
2383,Mushfiqur Rahim (BAN),2006-2022,100,-,-,-,-,-,-,-,-,-,-,-
2384,Mustafa Omer (Fran),2021-2021,1,-,-,-,-,-,-,-,-,-,-,-
2385,P Mustard (ENG),2008-2008,2,-,-,-,-,-,-,-,-,-,-,-
2386,F Mutizwa (ZIM),2011-2012,3,-,-,-,-,-,-,-,-,-,-,-
2387,R Mutumbami (ZIM),2015-2021,27,-,-,-,-,-,-,-,-,-,-,-
2388,Muzammil Shahzad (PHI),2022-2022,3,-,-,-,-,-,-,-,-,-,-,-
2389,SJ Myburgh (NED),2012-2021,35,-,-,-,-,-,-,-,-,-,-,-
2390,Nadif Chowdhury (BAN),2006-2007,3,-,-,-,-,-,-,-,-,-,-,-
2391,Naeem Gull (),2021-2021,6,-,-,-,-,-,-,-,-,-,-,-
2392,Najeeb Tarakai (AFG),2014-2019,12,-,-,-,-,-,-,-,-,-,-,-
2393,Najibullah Zadran (AFG),2012-2022,70,-,-,-,-,-,-,-,-,-,-,-
2394,L Nakomo (MWI),2021-2021,6,-,-,-,-,-,-,-,-,-,-,-
2395,Naseem Khushi (OMA),2017-2022,24,-,-,-,-,-,-,-,-,-,-,-
2396,Nasir Jamshed (PAK),2012-2013,18,-,-,-,-,-,-,-,-,-,-,-
2397,D Nath (NEPAL),2022-2022,4,-,-,-,-,-,-,-,-,-,-,-
2398,Nauman Anwar (PAK),2015-2015,1,-,-,-,-,-,-,-,-,-,-,-
2399,AA Navicha (MOZ),2021-2021,2,-,-,-,-,-,-,-,-,-,-,-
2400,Nawazish Jezuli (Saudi),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-
2401,Nazimuddin (BAN),2007-2008,7,-,-,-,-,-,-,-,-,-,-,-
2402,Nazmus Sadat (BAN),2006-2006,1,-,-,-,-,-,-,-,-,-,-,-
2403,Nazwan Ismail (Mald),2019-2020,4,-,-,-,-,-,-,-,-,-,-,-
2404,D Ndikubwimana (RWN),2021-2021,5,-,-,-,-,-,-,-,-,-,-,-
2405,N Ndouteng (CAM),2021-2021,1,-,-,-,-,-,-,-,-,-,-,-
2406,PM Nevill (AUS),2016-2016,9,-,-,-,-,-,-,-,-,-,-,-
2407,OE Newey (GUE),2019-2022,10,-,-,-,-,-,-,-,-,-,-,-
2408,HM Nicholls (NZ),2016-2021,10,-,-,-,-,-,-,-,-,-,-,-
2409,OB Nightingale (GUE),2022-2022,4,-,-,-,-,-,-,-,-,-,-,-
2410,G Nikitas (GRC),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-
2411,P Nissanka (SL),2021-2022,20,-,-,-,-,-,-,-,-,-,-,-
2412,PA Nixon (ENG),2007-2007,1,-,-,-,-,-,-,-,-,-,-,-
2413,W Niyitanga (RWN),2021-2021,4,-,-,-,-,-,-,-,-,-,-,-
2414,ML Nkala (ZIM),2006-2006,1,-,-,-,-,-,-,-,-,-,-,-
2415,F Nkhoma (MWI),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-
2416,Noor Ali Zadran (AFG),2010-2017,20,-,-,-,-,-,-,-,-,-,-,-
2417,Noor Momand (Belg),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-
2418,MJ North (AUS),2009-2009,1,-,-,-,-,-,-,-,-,-,-,-
2419,Nurul Hasan (BAN),2016-2021,30,-,-,-,-,-,-,-,-,-,-,-
2420,AA Obanda (KENYA),2007-2021,42,-,-,-,-,-,-,-,-,-,-,-
2421,NJ O'Brien (IRE),2008-2016,30,-,-,-,-,-,-,-,-,-,-,-
2422,DO Obuya (KENYA),2007-2012,10,-,-,-,-,-,-,-,-,-,-,-
2423,NV Ojha (INDIA),2010-2010,2,-,-,-,-,-,-,-,-,-,-,-
2424,OE Olaleye (NGA),2021-2021,5,-,-,-,-,-,-,-,-,-,-,-
2425,SO Olayinka (NGA),2021-2021,3,-,-,-,-,-,-,-,-,-,-,-
2426,Omar Rassol (BUL),2021-2021,7,-,-,-,-,-,-,-,-,-,-,-
2427,CB Ondoa (CAM),2021-2021,4,-,-,-,-,-,-,-,-,-,-,-
2428,AA Onikoyi (NGA),2019-2021,14,-,-,-,-,-,-,-,-,-,-,-
2429,CN Onwuzulike (NGA),2019-2021,15,-,-,-,-,-,-,-,-,-,-,-
2430,KO Otieno (KENYA),2008-2008,4,-,-,-,-,-,-,-,-,-,-,-
2431,A Otwani (UGA),2019-2022,17,-,-,-,-,-,-,-,-,-,-,-
2432,MA Ouma (KENYA),2007-2013,22,-,-,-,-,-,-,-,-,-,-,-
2433,SD Outerbridge (BMUDA),2008-2008,3,-,-,-,-,-,-,-,-,-,-,-
2434,Ovais Yousof (NGA),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-
2435,VS Padhaal (Fin),2019-2021,9,-,-,-,-,-,-,-,-,-,-,-
2436,D Padikkal (INDIA),2021-2021,2,-,-,-,-,-,-,-,-,-,-,-
2437,TD Paine (AUS/World),2009-2017,12,-,-,-,-,-,-,-,-,-,-,-
2438,K Pala (PNG),2015-2015,2,-,-,-,-,-,-,-,-,-,-,-
2439,I Pandey (NEPAL),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-
2440,MK Pandey (INDIA),2015-2020,39,-,-,-,-,-,-,-,-,-,-,-
2441,RR Pant (INDIA),2017-2022,43,-,-,-,-,-,-,-,-,-,-,-
2442,AE Paraam (SGP),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-
2443,BA Parchment (WI),2007-2007,1,-,-,-,-,-,-,-,-,-,-,-
2444,AAA Patel (LES),2021-2021,6,-,-,-,-,-,-,-,-,-,-,-
2445,M Patel (PNM),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-
2446,M Patel (Chile),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-
2447,MD Patel (USA),2019-2021,16,-,-,-,-,-,-,-,-,-,-,-
2448,PA Patel (INDIA),2011-2011,2,-,-,-,-,-,-,-,-,-,-,-
2449,RB Patel (UGA),2021-2021,19,-,-,-,-,-,-,-,-,-,-,-
2450,SN Pathirana (CYP),2021-2021,4,-,-,-,-,-,-,-,-,-,-,-
2451,SP Patil (UAE),2014-2016,18,-,-,-,-,-,-,-,-,-,-,-
2452,AR Patwa (TAN),2021-2021,10,-,-,-,-,-,-,-,-,-,-,-
2453,BBJL Perera (ITA),2019-2021,14,-,-,-,-,-,-,-,-,-,-,-
2454,MDKJ Perera (SL),2013-2021,60,-,-,-,-,-,-,-,-,-,-,-
2455,SL Perera (Ghana),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-
2456,WKD Perkins (WI),2008-2008,1,-,-,-,-,-,-,-,-,-,-,-
2457,AN Petersen (SA),2010-2010,2,-,-,-,-,-,-,-,-,-,-,-
2458,T Phaswana (BOT),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-
2459,JR Philippe (AUS),2021-2021,10,-,-,-,-,-,-,-,-,-,-,-
2460,P Suanchuai (THAI),2020-2020,4,-,-,-,-,-,-,-,-,-,-,-
2461,R Pillai (GER),2019-2019,6,-,-,-,-,-,-,-,-,-,-,-
2462,LA Pomersbach (AUS),2007-2007,1,-,-,-,-,-,-,-,-,-,-,-
2463,B Pondani (MWI),2021-2021,3,-,-,-,-,-,-,-,-,-,-,-
2464,RT Ponting (AUS),2005-2009,17,-,-,-,-,-,-,-,-,-,-,-
2465,NS Poonia (SCOT),2007-2010,8,-,-,-,-,-,-,-,-,-,-,-
2466,N Pooran (WI),2016-2022,57,-,-,-,-,-,-,-,-,-,-,-
2467,WTS Porterfield (IRE),2008-2018,61,-,-,-,-,-,-,-,-,-,-,-
2468,VRCF Poubel (),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-
2469,A Poulose (OMA),2017-2017,3,-,-,-,-,-,-,-,-,-,-,-
2470,KOA Powell (WI),2014-2014,1,-,-,-,-,-,-,-,-,-,-,-
2471,AD Poynter (IRE),2012-2016,19,-,-,-,-,-,-,-,-,-,-,-
2472,SW Poynter (IRE),2015-2019,25,-,-,-,-,-,-,-,-,-,-,-
2473,H Pragji (BOT),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-
2474,AG Prince (SA),2005-2005,1,-,-,-,-,-,-,-,-,-,-,-
2475,MJ Prior (ENG),2007-2010,10,-,-,-,-,-,-,-,-,-,-,-
2476,SMA Priyanjan (SL),2017-2017,3,-,-,-,-,-,-,-,-,-,-,-
2477,Qalandar Khan (QAT),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-
2478,S Qeshile (SA),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-
2479,Raees Ahmadzai (AFG),2010-2010,8,-,-,-,-,-,-,-,-,-,-,-
2480,Rafatullah Mohmand (PAK),2015-2015,3,-,-,-,-,-,-,-,-,-,-,-
2481,AM Rahane (INDIA),2011-2016,20,-,-,-,-,-,-,-,-,-,-,-
2482,Rahmanullah Gurbaz (AFG),2019-2022,20,-,-,-,-,-,-,-,-,-,-,-
2483,Rahman Ademi (SRB),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-
2484,KL Rahul (INDIA),2016-2021,56,-,-,-,-,-,-,-,-,-,-,-
2485,PA Raikes (GIBR),2021-2021,4,-,-,-,-,-,-,-,-,-,-,-
2486,PBB Rajapaksa (SL),2019-2021,18,-,-,-,-,-,-,-,-,-,-,-
2487,D Ramdin (WI),2006-2019,71,-,-,-,-,-,-,-,-,-,-,-
2488,Rameez Raja (2) (PAK),2011-2011,2,-,-,-,-,-,-,-,-,-,-,-
2489,Rameez Shahzad (UAE),2016-2019,22,-,-,-,-,-,-,-,-,-,-,-
2490,Aminuddin Ramly (MAL),2019-2021,23,-,-,-,-,-,-,-,-,-,-,-
2491,N Rana (INDIA),2021-2021,2,-,-,-,-,-,-,-,-,-,-,-
2492,DA Rankin (IRE),2015-2016,2,-,-,-,-,-,-,-,-,-,-,-
2493,Raqibul Hasan (BAN),2008-2010,5,-,-,-,-,-,-,-,-,-,-,-
2494,Ravinderpal Singh (CAN),2019-2022,22,-,-,-,-,-,-,-,-,-,-,-
2495,Rayhaan Ahmed (Aut),2021-2021,4,-,-,-,-,-,-,-,-,-,-,-
2496,AT Rayudu (INDIA),2014-2016,6,-,-,-,-,-,-,-,-,-,-,-
2497,Ali Raza (Belg),2021-2021,3,-,-,-,-,-,-,-,-,-,-,-
2498,CMW Read (ENG),2006-2006,1,-,-,-,-,-,-,-,-,-,-,-
2499,NJ Reardon (AUS),2014-2014,2,-,-,-,-,-,-,-,-,-,-,-
2500,DJ Reekers (NED),2008-2009,6,-,-,-,-,-,-,-,-,-,-,-
2501,Rehman Abdul (ITA),2019-2019,7,-,-,-,-,-,-,-,-,-,-,-
2502,FL Reifer (WI),2009-2009,1,-,-,-,-,-,-,-,-,-,-,-
2503,C Rice (MWI),2021-2021,1,-,-,-,-,-,-,-,-,-,-,-
2504,ACL Richards (WI),2007-2007,1,-,-,-,-,-,-,-,-,-,-,-
2505,DM Richards (WI),2009-2009,1,-,-,-,-,-,-,-,-,-,-,-
2506,MJ Richardson (GER),2019-2022,16,-,-,-,-,-,-,-,-,-,-,-
2507,CP Rizwan (UAE),2019-2021,7,-,-,-,-,-,-,-,-,-,-,-
2508,Rizwan Mahmood (DEN),2019-2021,7,-,-,-,-,-,-,-,-,-,-,-
2509,Rizwan Mangera (PNM),2021-2021,4,-,-,-,-,-,-,-,-,-,-,-
2510,Robert Raina (THAI),2020-2020,4,-,-,-,-,-,-,-,-,-,-,-
2511,D Robeson (GIBR),2021-2021,1,-,-,-,-,-,-,-,-,-,-,-
2512,NA Rock (IRE),2021-2021,13,-,-,-,-,-,-,-,-,-,-,-
2513,BJ Rohrer (AUS),2013-2013,1,-,-,-,-,-,-,-,-,-,-,-
2514,L Ronchi (AUS/ICC/NZ),2008-2018,33,-,-,-,-,-,-,-,-,-,-,-
2515,Rony Talukdar (BAN),2015-2015,1,-,-,-,-,-,-,-,-,-,-,-
2516,RR Rossouw (SA),2014-2016,15,-,-,-,-,-,-,-,-,-,-,-
2517,JJ Roy (ENG),2014-2022,58,-,-,-,-,-,-,-,-,-,-,-
2518,JA Rudolph (SA),2006-2006,1,-,-,-,-,-,-,-,-,-,-,-
2519,RJMGM Rupasinghe (SL),2009-2009,2,-,-,-,-,-,-,-,-,-,-,-
2520,HD Rutherford (NZ),2013-2019,8,-,-,-,-,-,-,-,-,-,-,-
2521,VM Sachdev (PNM),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-
2522,AK Sah (NEPAL),2018-2018,1,-,-,-,-,-,-,-,-,-,-,-
2523,Sahibzada Farhan (PAK),2018-2018,3,-,-,-,-,-,-,-,-,-,-,-
2524,Said Hakim (Belg),2021-2021,1,-,-,-,-,-,-,-,-,-,-,-
2525,Sajid Cheema (Saudi),2019-2021,11,-,-,-,-,-,-,-,-,-,-,-
2526,J Salazar (Peru),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-
2527,Salman Butt (PAK),2007-2010,24,-,-,-,-,-,-,-,-,-,-,-
2528,PD Salt (ENG),2022-2022,3,-,-,-,-,-,-,-,-,-,-,-
2529,S Samal (RWN),2021-2021,8,-,-,-,-,-,-,-,-,-,-,-
2530,S Samarawickrama (SL),2017-2021,9,-,-,-,-,-,-,-,-,-,-,-
2531,BA Sambo (MOZ),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-
2532,SV Samson (INDIA),2015-2022,13,-,-,-,-,-,-,-,-,-,-,-
2533,R Sandaruwan (KUW),2019-2021,19,-,-,-,-,-,-,-,-,-,-,-
2534,KC Sangakkara (SL),2006-2014,56,-,-,-,-,-,-,-,-,-,-,-
2535,Sanjay Kumar (HUN),2021-2021,2,-,-,-,-,-,-,-,-,-,-,-
2536,S Santhirakumaran (Fran),2021-2021,3,-,-,-,-,-,-,-,-,-,-,-
2537,Saqlain Haider (UAE),2016-2016,6,-,-,-,-,-,-,-,-,-,-,-
2538,Sarfaraz Ahmed (PAK),2010-2021,61,-,-,-,-,-,-,-,-,-,-,-
2539,A Sarma (GER),2019-2021,5,-,-,-,-,-,-,-,-,-,-,-
2540,Saud Islam (UGA),2021-2021,20,-,-,-,-,-,-,-,-,-,-,-
2541,BV Save (MAL),2020-2020,2,-,-,-,-,-,-,-,-,-,-,-
